Prompt,Category
Paid for a trekking adventure in Himachal.,Entertainment
Renewed my Tata Sky DTH subscription.,Subscriptions
Booked a KSRTC bus ticket for Kerala trip.,Transportation
Stocked up on pulses and grains from Metro Cash & Carry.,Groceries
Subscribed to Hotstar Premium for IPL streaming.,Entertainment
Signed up for a Udemy course on Python.,Subscriptions
Bought a Delhi Metro smart card recharge.,Travel
Paid for a Zee5 yearly subscription.,Subscriptions
Covered plumbing repair costs for a leakage issue.,Utilities
Took a COVID-19 test at SRL Diagnostics.,Healthcare
Paid for a taxi ride from Howrah to Salt Lake.,Transportation
Scheduled a full-body checkup at Dr. Lal PathLabs.,Healthcare
Got a Kurti from Biba for an event.,Shopping
Ordered biryani from Paradise Biryani House.,Dining
Bought a gaming mouse from Flipkart.,Entertainment
Paid for a trekking adventure in Himachal.,Entertainment
Went for a fine dining experience at Taj Vivanta.,Dining
Took a COVID-19 test at SRL Diagnostics.,Healthcare
Bought a silk saree from Nalli Silks.,Shopping
Purchased a fitness band from Cult.fit.,Healthcare
Cleared municipal water tax online.,Utilities
Paid for car parking at Phoenix Mall.,Transportation
Purchased a Kindle book from Amazon.,Entertainment
Cleared municipal water tax online.,Utilities
Upgraded my Netflix plan to premium.,Subscriptions
Covered plumbing repair costs for a leakage issue.,Utilities
Bought a monthly metro pass for Chennai Metro.,Transportation
Bought ethnic wear from Fabindia.,Shopping
Bought first-aid essentials from MedPlus.,Healthcare
Paid for a taxi ride from Howrah to Salt Lake.,Transportation
Made an early EMI payment for home loan.,Rent
Booked an Uber to the railway station.,Travel
Tried Hyderabadi dum biryani at Bawarchi.,Dining
Took a COVID-19 test at SRL Diagnostics.,Healthcare
Recharged Jio mobile plan for the month.,Utilities
"Restocked my pantry with atta, dal, and spices from Reliance Fresh.",Groceries
Signed up for a Udemy course on Python.,Subscriptions
Settled lease extension fees for my flat.,Rent
Bought a gaming mouse from Flipkart.,Entertainment
Bought first-aid essentials from MedPlus.,Healthcare
Watched a play at Prithvi Theatre.,Entertainment
Scheduled a full-body checkup at Dr. Lal PathLabs.,Healthcare
Paid for car parking at Phoenix Mall.,Transportation
Ordered chaat and golgappa from a famous local vendor.,Dining
Went for a fine dining experience at Taj Vivanta.,Dining
Rented a self-drive Zoomcar for a weekend trip.,Travel
Upgraded my Netflix plan to premium.,Subscriptions
Tried out street food at Sarafa Bazaar in Indore.,Dining
Bought a pack of Maggi and snacks from More Supermarket.,Groceries
Paid for a Zee5 yearly subscription.,Subscriptions
Bought a subscription to Economic Times online.,Subscriptions
Had a masala dosa from Saravana Bhavan.,Dining
Booked an online doctor appointment via Practo.,Healthcare
Bought gold jewelry from Tanishq.,Shopping
Bought a gaming mouse from Flipkart.,Entertainment
Bought a Delhi Metro smart card recharge.,Travel
Bought medicines from Apollo Pharmacy.,Healthcare
Ordered a smartwatch from Croma online.,Shopping
"Picked up rice, lentils, and masalas from D-Mart.",Groceries
Renewed my YouTube Premium plan.,Subscriptions
Paid for a Zee5 yearly subscription.,Subscriptions
Renewed my home inverter battery.,Utilities
Bought a pack of Maggi and snacks from More Supermarket.,Groceries
Got eye checkup and glasses from Lenskart.,Healthcare
Renewed my YouTube Premium plan.,Subscriptions
Bought a silk saree from Nalli Silks.,Shopping
Paid for a trekking adventure in Himachal.,Entertainment
Took a COVID-19 test at SRL Diagnostics.,Healthcare
Upgraded my Netflix plan to premium.,Subscriptions
Paid rent for my co-living space at Zolo.,Rent
Renewed Cult.fit gym membership for six months.,Subscriptions
Cleared monthly rent through UPI transfer.,Rent
Recharged my FASTag for highway travel.,Transportation
Booked a KSRTC bus ticket for Kerala trip.,Transportation
Stocked up on pulses and grains from Metro Cash & Carry.,Groceries
Transferred rent for my Bangalore apartment.,Rent
Picked up sportswear from Decathlon.,Shopping
Made an early EMI payment for home loan.,Rent
Settled the maintenance charges for my society.,Utilities
Purchased a Kindle book from Amazon.,Entertainment
Covered plumbing repair costs for a leakage issue.,Utilities
Paid for car parking at Phoenix Mall.,Transportation
Tried Hyderabadi dum biryani at Bawarchi.,Dining
Bought a subscription to Economic Times online.,Subscriptions
Recharged my FASTag for highway travel.,Transportation
Bought a pack of Maggi and snacks from More Supermarket.,Groceries
Paid rent for my co-living space at Zolo.,Rent
Paid additional maintenance charges for my rented house.,Rent
Purchased a Kindle book from Amazon.,Entertainment
Purchased health insurance from HDFC Ergo.,Healthcare
Signed up for a Udemy course on Python.,Subscriptions
Subscribed to Gaana Plus for ad-free music.,Subscriptions
Booked a KSRTC bus ticket for Kerala trip.,Transportation
Paid my LPG gas bill for Indane.,Utilities
Paid additional maintenance charges for my rented house.,Rent
Upgraded my Netflix plan to premium.,Subscriptions
Took a COVID-19 test at SRL Diagnostics.,Healthcare
Purchased a fitness band from Cult.fit.,Healthcare
Booked a KSRTC bus ticket for Kerala trip.,Transportation
Bought organic groceries from Nature’s Basket.,Groceries
Ordered chaat and golgappa from a famous local vendor.,Dining
Bought a gaming mouse from Flipkart.,Entertainment
Bought a Delhi Metro smart card recharge.,Travel
Bought fresh vegetables and fruits from Big Bazaar.,Groceries
Purchased a fitness band from Cult.fit.,Healthcare
Had a plate of butter naan and paneer butter masala at a dhaba.,Dining
Went to an amusement park in Essel World.,Entertainment
Bought fresh vegetables and fruits from Big Bazaar.,Groceries
Picked up sportswear from Decathlon.,Shopping
Paid consultation fees at AIIMS Delhi.,Healthcare
Purchased a fitness band from Cult.fit.,Healthcare
Rented a self-drive Zoomcar for a weekend trip.,Travel
Had a dosa and filter coffee at MTR Bangalore.,Dining
Had a dental cleaning session at Clove Dental.,Healthcare
Went for a fine dining experience at Taj Vivanta.,Dining
Attended a stand-up comedy show in Mumbai.,Entertainment
Purchased a new smartphone during the Amazon Great Indian Sale.,Shopping
Paid the BSNL landline bill.,Utilities
Went to an amusement park in Essel World.,Entertainment
Had chai and samosas at a local tea stall.,Dining
Ordered a pair of sneakers from Flipkart.,Shopping
Ordered a full South Indian thali from Swiggy.,Dining
Ordered a full South Indian thali from Swiggy.,Dining
Renewed my Tata Sky DTH subscription.,Subscriptions
Got eye checkup and glasses from Lenskart.,Healthcare
Paid my LPG gas bill for Indane.,Utilities
Tried out street food at Sarafa Bazaar in Indore.,Dining
Refueled my car at an Indian Oil petrol pump.,Transportation
Paid additional maintenance charges for my rented house.,Rent
Stocked up on pulses and grains from Metro Cash & Carry.,Groceries
Got eye checkup and glasses from Lenskart.,Healthcare
Paid electricity bill via Paytm.,Utilities
Attended a stand-up comedy show in Mumbai.,Entertainment
Bought an AC chair car ticket from IRCTC.,Travel
Recharged Jio mobile plan for the month.,Utilities
Bought organic groceries from Nature’s Basket.,Groceries
Covered plumbing repair costs for a leakage issue.,Utilities
Bought medicines from Apollo Pharmacy.,Healthcare
Cleared municipal water tax online.,Utilities
Rented a self-drive Zoomcar for a weekend trip.,Travel
Got a designer lehenga from Manyavar.,Shopping
Upgraded my Netflix plan to premium.,Subscriptions
Picked up sportswear from Decathlon.,Shopping
Bought gold jewelry from Tanishq.,Shopping
Attended a stand-up comedy show in Mumbai.,Entertainment
Ordered a pair of sneakers from Flipkart.,Shopping
Paid the BSNL landline bill.,Utilities
Attended a stand-up comedy show in Mumbai.,Entertainment
Tried out street food at Sarafa Bazaar in Indore.,Dining
Paid security deposit for a new flat in Pune.,Rent
Bought a Spotify Premium annual plan.,Entertainment
Bought a Delhi Metro smart card recharge.,Travel
Bought a pack of Maggi and snacks from More Supermarket.,Groceries
Bought a silk saree from Nalli Silks.,Shopping
Subscribed to Hotstar Premium for IPL streaming.,Entertainment
Reserved a flight ticket via MakeMyTrip.,Travel
Paid the DTH recharge for Tata Sky.,Utilities
Got eye checkup and glasses from Lenskart.,Healthcare
Ordered biryani from Paradise Biryani House.,Dining
Settled lease extension fees for my flat.,Rent
Bought gold jewelry from Tanishq.,Shopping
Recharged Jio mobile plan for the month.,Utilities
Ordered a pair of sneakers from Flipkart.,Shopping
Ordered a full South Indian thali from Swiggy.,Dining
Bought a silk saree from Nalli Silks.,Shopping
Had a masala dosa from Saravana Bhavan.,Dining
Paid electricity bill via Paytm.,Utilities
Bought medicines from Apollo Pharmacy.,Healthcare
Purchased a Kindle book from Amazon.,Entertainment
Renewed Cult.fit gym membership for six months.,Subscriptions
Bought first-aid essentials from MedPlus.,Healthcare
Purchased a fitness band from Cult.fit.,Healthcare
Booked a KSRTC bus ticket for Kerala trip.,Transportation
Ordered chaat and golgappa from a famous local vendor.,Dining
Paid my LPG gas bill for Indane.,Utilities
Paid for an annual membership of Times of India e-paper.,Subscriptions
Purchased health insurance from HDFC Ergo.,Healthcare
Paid PG accommodation fees via NoBroker.,Rent
Bought an annual Amazon Prime membership.,Subscriptions
Had a plate of butter naan and paneer butter masala at a dhaba.,Dining
Purchased a fitness band from Cult.fit.,Healthcare
Upgraded my Netflix plan to premium.,Subscriptions
Refueled my car at an Indian Oil petrol pump.,Transportation
Renewed my home inverter battery.,Utilities
Purchased a laptop from Vijay Sales.,Shopping
Attended a stand-up comedy show in Mumbai.,Entertainment
Made an early EMI payment for home loan.,Rent
Booked a Volvo bus to Bangalore via RedBus.,Travel
Covered plumbing repair costs for a leakage issue.,Utilities
"Restocked my pantry with atta, dal, and spices from Reliance Fresh.",Groceries
Transferred rent to the landlord via Google Pay.,Rent
Covered plumbing repair costs for a leakage issue.,Utilities
Refueled my car at an Indian Oil petrol pump.,Transportation
Booked a Volvo bus to Bangalore via RedBus.,Travel
Purchased health insurance from HDFC Ergo.,Healthcare
Paid PG accommodation fees via NoBroker.,Rent
Bought ethnic wear from Fabindia.,Shopping
Paid security deposit for a new flat in Pune.,Rent
Had a plate of butter naan and paneer butter masala at a dhaba.,Dining
Made an early EMI payment for home loan.,Rent
Rented a self-drive Zoomcar for a weekend trip.,Travel
Got fresh paneer and vegetables from the local mandi.,Groceries
"Picked up rice, lentils, and masalas from D-Mart.",Groceries
Attended a stand-up comedy show in Mumbai.,Entertainment
Transferred rent to the landlord via Google Pay.,Rent
Hired an Ola cab for an outstation trip.,Travel
"Picked up rice, lentils, and masalas from D-Mart.",Groceries
Had a dental cleaning session at Clove Dental.,Healthcare
Rented a self-drive Zoomcar for a weekend trip.,Travel
Bought ethnic wear from Fabindia.,Shopping
Paid for a train sleeper class ticket on IRCTC.,Travel
Covered plumbing repair costs for a leakage issue.,Utilities
Subscribed to Hotstar Premium for IPL streaming.,Entertainment
Booked an auto ride via Rapido.,Transportation
Hired an Ola cab for an outstation trip.,Travel
Settled lease extension fees for my flat.,Rent
Ordered biryani from Paradise Biryani House.,Dining
Paid for a Zee5 yearly subscription.,Subscriptions
Subscribed to Hotstar Premium for IPL streaming.,Entertainment
"Restocked my pantry with atta, dal, and spices from Reliance Fresh.",Groceries
Booked an online doctor appointment via Practo.,Healthcare
Took a COVID-19 test at SRL Diagnostics.,Healthcare
Had a masala dosa from Saravana Bhavan.,Dining
Bought a Delhi Metro smart card recharge.,Travel
Paid toll tax on Mumbai-Pune Expressway.,Transportation
Ordered biryani from Paradise Biryani House.,Dining
Bought an annual Amazon Prime membership.,Subscriptions
Bought a subscription to Economic Times online.,Subscriptions
Paid electricity bill via Paytm.,Utilities
Paid PG accommodation fees via NoBroker.,Rent
Ordered a pair of sneakers from Flipkart.,Shopping
Ordered a full South Indian thali from Swiggy.,Dining
Got a Kurti from Biba for an event.,Shopping
Paid electricity bill via Paytm.,Utilities
Went to an amusement park in Essel World.,Entertainment
Took an e-rickshaw ride in Delhi.,Transportation
Recharged my FASTag for highway travel.,Transportation
Renewed my home inverter battery.,Utilities
Covered plumbing repair costs for a leakage issue.,Utilities
Attended a stand-up comedy show in Mumbai.,Entertainment
Cleared my Airtel broadband bill.,Utilities
Went to an amusement park in Essel World.,Entertainment
Scheduled a full-body checkup at Dr. Lal PathLabs.,Healthcare
Ordered biryani from Paradise Biryani House.,Dining
Subscribed to Gaana Plus for ad-free music.,Subscriptions
Recharged Jio mobile plan for the month.,Utilities
Upgraded my Netflix plan to premium.,Subscriptions
Tried out street food at Sarafa Bazaar in Indore.,Dining
Recharged Jio mobile plan for the month.,Utilities
Attended a stand-up comedy show in Mumbai.,Entertainment
Bought a gaming mouse from Flipkart.,Entertainment
Booked tickets for a Bollywood movie on BookMyShow.,Entertainment
"Restocked my pantry with atta, dal, and spices from Reliance Fresh.",Groceries
Paid the DTH recharge for Tata Sky.,Utilities
Went for a fine dining experience at Taj Vivanta.,Dining
Attended a stand-up comedy show in Mumbai.,Entertainment
Purchased a fitness band from Cult.fit.,Healthcare
Purchased a Kindle book from Amazon.,Entertainment
Booked tickets for a Bollywood movie on BookMyShow.,Entertainment
